about : 486次
fifty-minuteb : 1次
nonec : 1次
evend : 1次
objected : 1次
interesting. : 1次
whena : 1次
died, : 1次
powerc : 1次
ofd : 1次
outa : 1次
night’sd : 1次
swimmingb : 1次
unlessc : 1次
watchd : 1次
manya : 1次
firmlyb : 1次
poorest-taughtc : 1次
present.d : 1次
sound-produceda : 1次
organizingb : 1次
deliveredc : 1次
call.d : 1次
blamea : 1次
blowingb : 1次
fuse, : 1次
howc : 1次
mistaken. : 1次
re-electeda : 1次
worksb, : 1次
is.d : 1次
areb : 1次
comparedc : 1次
politicians.d : 1次
goinga : 1次
belongingb : 1次
deprivingc : 1次
criminal.d : 1次
produce. : 1次
amusing : 1次
jointly : 1次
individually : 1次
irrespectively : 1次
irregularly : 1次
taxed : 1次
taxation : 1次
shrink : 1次
mass-production : 1次
moveable : 1次
freshly : 1次
displace : 1次
paid. : 1次
notable : 1次
wholesome : 1次
jones. : 1次
ripe : 1次
hudson : 1次
hunger. : 1次
survive, : 1次
prosperity, : 1次
required. : 1次
disinvestment : 1次
1985 : 1次
knot, : 1次
expresses : 1次
stands. : 1次
pad : 1次
pack : 1次
squeeze : 1次
cluster : 1次
560,000 : 1次
giants : 1次
motors : 1次
manpower, : 1次
milwaukee, : 1次
wisconsin, : 1次
recover, : 1次
“大45家” : 1次
cycles : 1次
pension : 1次
plans. : 1次
swarm : 1次
stride : 1次
slip : 1次
transferable : 1次
reversely : 1次
3:45 : 1次
debates, : 1次
australia’s : 1次
incurably : 1次
hofsess, : 1次
canada. : 1次
group’s : 1次
on-line : 1次
hofsess: : 1次
bulletins : 1次
australia. : 1次
history.” : 1次
breathed : 1次
sighs : 1次
churches, : 1次
right-to-life : 1次
haste : 1次
life-extending : 1次
euthanasia. : 1次
right-to-die : 1次
strength, : 1次
deadly : 1次
injection : 1次
pill : 1次
“cooling : 1次
off” : 1次
certificate : 1次
nickson, : 1次
54-year-old : 1次
resident : 1次
haunting : 1次
suffering: : 1次
terrifying : 1次
watched : 1次
masks,” : 1次
law’s : 1次
wait-and-see : 1次
effect-taking : 1次
nickson : 1次
dies, : 1次
friendly, : 1次
courteous, : 1次
canadians, : 1次
exceptions. : 1次
waiters, : 1次
ill-mannered : 1次
loneliness : 1次
diversion, : 1次
hospitality. : 1次
hungry, : 1次
injured, : 1次
cabin : 1次
settlers. : 1次
harshness : 1次
life: : 1次
would. : 1次
someday, : 1次
specialize : 1次
traveler. : 1次
trails. : 1次
through, : 1次
american, : 1次
amazing.” : 1次
uncommon, : 1次
properly. : 1次
friendliness : 1次
artificial, : 1次
signals, : 1次
assumptions, : 1次
interrelationships. : 1次
patterns. : 1次
“translate” : 1次
conclusions. : 1次
“friend,” : 1次
visitor’s : 1次
canadians : 1次
interrelationship : 1次
interrelated : 1次
virtues : 1次
interrelationships : 1次
entertain : 1次
long-distance : 1次
flavor : 1次
technically, : 1次
alters : 1次
drug. : 1次
addicts. : 1次
psychologists. : 1次
harmfully : 1次
misused : 1次
cocaine. : 1次
medicinal : 1次
(drugs) : 1次
pervasive: : 1次
aspirin : 1次
headache, : 1次
nerves. : 1次
misuses? : 1次
poisoning : 1次
perceptual : 1次
distortions. : 1次
dependence. : 1次
withdrawal : 1次
discontinued. : 1次
(substances) : 1次
substances. : 1次
grouped : 1次
stimulants, : 1次
depressants, : 1次
hallucinogens. : 1次
hallucinations. : 1次
psychedelic : 1次
(from : 1次
“mind-manifesting”) : 1次
consciousness. : 1次
takers : 1次
“pervasive” : 1次
piercing : 1次
quantitative : 1次
careers?” : 1次
souls, : 1次
well?” : 1次
manifestation : 1次
soul-searching : 1次
1990. : 1次
levin, : 1次
56, : 1次
1992. : 1次
mountainous : 1次
$17.3 : 1次
cable : 1次
restructure : 1次
impatiently. : 1次
flap : 1次
1992, : 1次
releasing : 1次
ice-t’s : 1次
cop : 1次
killer, : 1次
outlet. : 1次
society,” : 1次
column, : 1次
“lies : 1次
latitude, : 1次
irritating : 1次
threats.” : 1次
backing : 1次
hard-line : 1次
extent. : 1次
singing : 1次
verses : 1次
month’s : 1次
stockholders’ : 1次
“music : 1次
ills” : 1次
bronx, : 1次
“balanced : 1次
struggle” : 1次
objectionable : 1次
insiders : 1次
unlimited,” : 1次
luce. : 1次
luce : 1次
spokesman : 1次
warner. : 1次
compromise. : 1次
alive. : 1次
softened : 1次
outlet : 1次
“steering : 1次
landing” : 1次
brakes,” : 1次
analogy : 1次
likens : 1次
blackened : 1次
windscreen, : 1次
cracked : 1次
rear-view : 1次
steering : 1次
boast : 1次
2.3% : 1次
2.5% : 1次
3.5% : 1次
2.6% : 1次
3% : 1次
pan; : 1次
america’s, : 1次
slack. : 1次
utilization, : 1次
(5.6% : 1次
august) : 1次
mild? : 1次
thrilling : 1次
defective. : 1次
upended : 1次
pan” : 1次
rights? : 1次
put. : 1次
ground-clearing : 1次
isn’t, : 1次
entitlements. : 1次
absurd, : 1次
tigers : 1次
uncontested : 1次
infants, : 1次
consented : 1次
contract”? : 1次
fruitless. : 1次
extremes : 1次
outset: : 1次
fundamental, : 1次
extremists : 1次
torturing : 1次
morally : 1次
wood, : 1次
bravely : 1次
“logical.” : 1次
shallow: : 1次
crawl : 1次
imagination: : 1次
most, : 1次
mistake: : 1次
mankind’s : 1次
at. : 1次
1997年考研英语真题答案 : 1次
事实并非如此, : 1次
因为这种问法是以人们对人的权利有共同认识为基础的, : 1次
而这种共同认识并不存在。 : 1次
有些哲学家论证说, : 1次
权利只存在在于社会契约中, : 1次
是责任与权益相交换的一部分。 : 1次
这种说法从一开始就将讨论引向两个极端, : 1次
它使人们认为应这样对待动物：要么像对人类自身一样关切体谅, : 1次
要么完全冷漠无情。 : 1次
这类人持极端看法, : 1次
认为人与动物在各相关方面都不相同, : 1次
对待动物无须考虑道德问题。 : 1次
这种反应并不错, : 1次
这是人类用道德观念进行推理的本能在起作用, : 1次
这种本能应得到鼓励, : 1次
而不应遭到嘲弄。 : 1次
例文一 : 1次
everywhere: : 1次
campuses : 1次
damage. : 1次
pictorial : 1次
graph, : 1次
smokers, : 1次
tendency. : 1次
1994, : 1次
smoking. : 1次
例文二 : 1次
yearly, : 1次
yearly. : 1次
“burnt” : 1次
“fire.” : 1次
“buried” : 1次
“tomb”. : 1次
评语：上边两篇作文内容符合要求, : 1次
包括对各图的说明, : 1次
对趋势的预测及理由,数字表达正确, : 1次
语言较好, : 1次
表达能力较强, : 1次
长度符合要求。得14分 : 1次
1998年全国硕士研究生入学统一考试英语试题 : 1次
bus. : 1次
formally. : 1次
unintentional. : 1次
scores, : 1次
reeducated : 1次
chairmanship : 1次
insufficiently : 1次
darwin, : 1次
species’a : 1次
survivingb : 1次
succeedingd : 1次
keepsa : 1次
postman : 1次
received. : 1次
accepta : 1次
check, : 1次
haveb : 1次
cashc, : 1次
importance, : 1次
notc : 1次
muchd : 1次
theirc : 1次
practicesd. : 1次
sucha : 1次
separatesb : 1次
far-scatteredd : 1次
andb : 1次
ac : 1次
freshness : 1次
vitality : 1次
energiesd : 1次
races. : 1次
thea : 1次
thanb : 1次
destroyingc : 1次
overd. : 1次
removea : 1次
wouldb : 1次
itd. : 1次
firstb : 1次
authoritiesc : 1次
technicald : 1次
amending : 1次
renovating : 1次
director, : 1次
repaid. : 1次
interval : 1次
properties : 1次
beasts. : 1次
familiarity : 1次
generously : 1次
possesses : 1次
bearing : 1次
spitting : 1次
prohibit : 1次
estimation : 1次
$110 : 1次
$160 : 1次
exceed : 1次
terminate : 1次
off-shore : 1次
explorers : 1次
spirits : 1次
revolt : 1次
revive : 1次
joyfully : 1次
fluctuated : 1次
promotion. : 1次
spur : 1次
execution, : 1次
attaches : 1次
1850 : 1次
1750, : 1次
大47家, : 1次
things: : 1次
poverty, : 1次
populace. : 1次
momentary : 1次
humankind’s : 1次
fascinating. : 1次
blind. : 1次
beautiful. : 1次
egypt’s : 1次
cemented : 1次
turkey’s : 1次
ataturk : 1次
dam, : 1次
nile : 1次
floods : 1次
reservoir : 1次
electricity. : 1次
persists. : 1次
slovaks : 1次
hungarians : 1次
danube. : 1次
slovakia : 1次
czechs, : 1次
go-ahead : 1次
wrong-headed : 1次
advisors : 1次
powerless : 1次
destruction. : 1次
guaranteed. : 1次
impacts : 1次
conflicts. : 1次
hydroelectric : 1次
monster : 1次
myths, : 1次
scientific. : 1次
aswan. : 1次
saved. : 1次
sighted : 1次
over-excited : 1次
powerless” : 1次
dams? : 1次
waters. : 1次
spilt : 1次
milk” : 1次
haste, : 1次
speed” : 1次
leap” : 1次
best” : 1次
gain? : 1次
tales : 1次
presiding : 1次
discouraging. : 1次
1.2% : 1次
1987. : 1次
1991, : 1次
1978-87 : 1次
cycle, : 1次
rubin, : 1次
treasury : 1次
“disjunction” : 1次
anecdote : 1次
statistics. : 1次
machinery, : 1次
profitable, : 1次
productivity: : 1次
much. : 1次
speculative. : 1次
ineptly : 1次
suppose. : 1次
schlesinger, : 1次
au : 1次
bong : 1次
bakery : 1次
cafes, : 1次
“re-engineering” : 1次
crude. : 1次
believes, : 1次
beer, : 1次
bbdo’s : 1次
rosenshine : 1次
blunter. : 1次
dismisses : 1次
ambulance : 1次
chasing.” : 1次
businessmen’s : 1次
“what : 1次
gain?” : 1次
pain” : 1次
workplaces : 1次
bunch : 1次
good-for-nothings. : 1次
gallileo’s : 1次
17th-century : 1次
rebelling : 1次
catholic : 1次
blake’s : 1次
worldview : 1次
newton. : 1次
schism : 1次
deepened : 1次
declined, : 1次
superstition, : 1次
gross, : 1次
norman : 1次
levitt, : 1次
rutgers : 1次
university; : 1次
demon-haunted : 1次
reason,” : 1次
(mis) : 1次
information,” : 1次
buffalo. : 1次
levitt : 1次
sociologists, : 1次
ghosts, : 1次
contradict : 1次
worldview. : 1次
smallpox : 1次
unabomber, : 1次
manifesto, : 1次
scorns : 1次
longs : 1次
pre-technological : 1次
utopia. : 1次
anti-science, : 1次
suggest. : 1次
critics. : 1次
ehrlich : 1次
depletion : 1次
ozone : 1次
epithet : 1次
meaningless. : 1次
‘anti-science’ : 1次
things,” : 1次
holton : 1次
1993 : 1次
“they : 1次
enlightened.” : 1次
“schism” : 1次
enlightened” : 1次
tagging : 1次
justifiable. : 1次
anti-science” : 1次
regional : 1次
northeast : 1次
midwest : 1次
standstill. : 1次
enthroned : 1次
counting. : 1次
altogether, : 1次
23.2 : 1次
numerically : 1次
third-largest : 1次
11.4 : 1次
prevails. : 1次
sun-belt : 1次
florida, : 1次
texas : 1次
diego : 1次
8th : 1次
antonio : 1次
10th : 1次
washington. : 1次
c., : 1次
nonstop : 1次
child-bearing : 1次
demographers : 1次
newer : 1次
phenomenon: : 1次
instances— : 1次
■regionally, : 1次
37.1 : 1次
■among : 1次
nevada : 1次
all: : 1次
63.5 : 1次
53.1 : 1次
7.5 : 1次
mile. : 1次
overcrowdedness : 1次
belt : 1次
bearable : 1次
climates. : 1次
dramatize : 1次
3.7 : 1次
migrated : 1次
oregon, : 1次
idaho : 1次
alaska : 1次
smog, : 1次
plagues : 1次
urbanization : 1次
18.5 : 1次
thirds : 1次
1960s’ : 1次
discerned : 1次
provided, : 1次
underwent : 1次
climatic : 1次
elaborates : 1次
thinly : 1次
unanimously : 1次
ranked : 1次
“demographers” : 1次
clinging : 1次
volcanoes, : 1次
surface; : 1次
plate. : 1次
volcanoes. : 1次
plates. : 1次
coastlines : 1次
joined. : 1次
interior. : 1次
spots, : 1次
anchored : 1次
hot-spot : 1次
propel : 1次
spot, : 1次
dome. : 1次
dome : 1次
fissures : 1次
(cracks); : 1次
fissures, : 1次
initiates : 1次
continents, : 1次
mutability : 1次
(inconstancy). : 1次
deduced : 1次
oceans : 1次
detected: : 1次
light-years : 1次
farthest : 1次
expected: : 1次
primeval : 1次
energy). : 1次
bang, : 1次
1920s, : 1次
submicroscopic, : 1次
unimaginably : 1次
knot : 1次
outward : 1次
directions, : 1次
emitting : 1次
went, : 1次
condensing : 1次
particles : 1次
atoms : 1次
compressed : 1次
galaxies, : 1次
stars, : 1次
seeds : 1次
clusters : 1次
superclusters : 1次
galaxies. : 1次
wait. : 1次
ground-based : 1次
detectors : 1次
balloon-borne : 1次
refinement : 1次
inflationary : 1次
trillionfold : 1次
propelled : 1次
antigravity. : 1次
sounds, : 1次
particle : 1次
cartoon. : 1次
注：图片上的文字是： : 1次
本母鸡承诺： : 1次
①本鸡下蛋不见棱不见角 : 1次
②保证有蛋皮，蛋黄和蛋清 : 1次
1998年考研英语真题答案 : 1次
更为重要的是，这是科学家们所能观测到的最遥远的过去的景象，因为他们看到的是150亿年前宇宙云的形状和结构。 : 1次
巨大的宇宙云的存在，实际上是使二十年代首创的大爆炸论得以保持其宇宙起源论的主导地位所不可缺少的。 : 1次
天体物理学家使用南极陆基探测器及球载仪器，正越来越近地观测这些云系，也许不久会报告他们的观测结果。 : 1次
假如那些小热点看上去同预计的一致，那就意味着又一科学论说的胜利，这种论说即更完美的大爆炸论，亦称宇宙膨胀说。 : 1次
宇宙膨胀说虽然听似奇特，但它是基本粒子物理学中一些公认的理论在科学上看来可信的推论。许多天体物理学家七、八年来一直认为这一论说是正确的。 : 1次
tv, : 1次
promise. : 1次
hen’s : 1次
do! : 1次
(图画点题, : 1次
夹叙夹议) : 1次
standard, : 1次
(解释配诗, : 1次
又有议论) : 1次
really. : 1次
(发表自己的观点) : 1次
评语：内容切题, : 1次
包括图画的全部信息；清楚表达其内涵, : 1次
文字连贯；句式有变化, : 1次
句子结构和用词正确, : 1次
文章长度符合要求。本作文得13分。 : 1次
1999年全国硕士研究生入学统一考试英语试题 : 1次
untrue. : 1次
ceremony, : 1次
self-employed, : 1次
marlin : 1次
compliments : 1次
copying : 1次
goneb : 1次
explainedc : 1次
financiallya : 1次
ofb : 1次
werea : 1次
couldb : 1次
family-ranc : 1次
symposium : 1次
rangea : 1次
fromb : 1次
over-fishing : 1次
environmentc : 1次
populationsd : 1次
aa : 1次
listenerc, : 1次
occasional : 1次
‘digestive : 1次
pauses’ : 1次
byd : 1次
soc : 1次
preferredd. : 1次
resolution : 1次
requiringa : 1次
sellingb : 1次
makingc : 1次
emissions-freed : 1次
1998. : 1次
colored, : 1次
lighterc : 1次
skind, : 1次
undonea : 1次
greatlyb : 1次
believerc : 1次
specifics. : 1次
ifa : 1次
onb : 1次
fuelsc, : 1次
station. : 1次
renovate : 1次
arouse : 1次
obligations : 1次
bread-winner’s : 1次
verge : 1次
capitalism. : 1次
segmental : 1次
mails : 1次
johnsons : 1次
slips : 1次
senders : 1次
tom’s : 1次
progressively : 1次
interruption : 1次
mid-1860’s : 1次
mid-1880’s. : 1次
shallowness : 1次
scantiness : 1次
stiffness : 1次
minimization : 1次
junction : 1次
tutor, : 1次
avail : 1次
notify : 1次
conferred : 1次
assessed : 1次
inadmissible : 1次
scarcities : 1次
active. : 1次
accident-free : 1次
minimum. : 1次
guarding. : 1次
standpoint : 1次
大48家. : 1次
大49家, : 1次
workman’s : 1次
constituting : 1次
aggravating : 1次
proclamations : 1次
leg : 1次
slipping : 1次
doormat. : 1次
luckily, : 1次
doormat : 1次
troubles. : 1次
1980s, : 1次
misfortunes. : 1次
threatened, : 1次
ever-longer : 1次
labels, : 1次
stepladders : 1次
warn, : 1次
surprise! : 1次
batman : 1次
cape : 1次
cautions : 1次
“does : 1次
fly.” : 1次
regulations, : 1次
injured. : 1次
turning. : 1次
defendants, : 1次
nimmons, : 1次
illinois, : 1次
helmet. : 1次
paralyzed, : 1次
injuries,” : 1次
nimmons. : 1次
helmet, : 1次
athlete’s : 1次
injury. : 1次
“important : 1次
trivialities,” : 1次
guidelines. : 1次
liability. : 1次
happened? : 1次
lawsuits. : 1次
warnings. : 1次
compensations : 1次
promised. : 1次
honest : 1次
inadequacies : 1次
revolved : 1次
business-to-business : 1次
businesspeople : 1次
reliability. : 1次
“businesses : 1次
supplier,” : 1次
analyst : 1次
blane : 1次
erwin : 1次
forrester : 1次
intranet. : 1次
“pull” : 1次
“push” : 1次
pointcast : 1次
subscribers’ : 1次
